aircraftType_iataMain;aircraftType_iataSub;route;codeshares;flightStates;eu;visa;flightDirection;flightName;flightNumber;gate;pier;id;isOperationalFlight;mainFlight;prefixIATA;prefixICAO;airlineCode;aircraftRegistration;serviceType;terminal;estimatedLandingTime;lastUpdatedAt;actualLandingTime;scheduleDateTime;actualOffBlockTime;expectedTimeBoarding;expectedTimeGateClosing;expectedTimeGateOpen;expectedTimeOnBelt;expectedSecurityFilter;publicEstimatedOffBlockTime
EMJ;295;BGO;codeshares;ARR;S;False;A;SV6310;6310;A4;A;143576112879435610;True;KL1164;SV;SVA;151;PHNXC;J;2.0;2025-11-05 11:31:33+00:00;2025-11-05 14:11:36.162000+00:00;2025-11-05 11:31:15+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 12:16:36.704000+00:00;;
32S;32Q;SAW;;ARR,EXP;N;False;A;VF001;1;G7;G;143576110241621696;True;VF001;VF;TKJ;5315;TCLUC;J;3.0;2025-11-05 11:23:31+00:00;2025-11-05 13:34:59.200000+00:00;2025-11-05 11:23:35+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 12:27:57.556000+00:00;;
330;333;TPA;codeshares;DEP;N;False;D;VS3752;3752;F4;F;143576113283961721;True;DL0237;VS;VIR;181;N819NW;J;2.0;;2025-11-05 11:57:20.473000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:43:13+00:00;;2025-11-05 11:15:00+00:00;2025-11-05 10:05:00+00:00;;;
EMJ;E7W;BHX;codeshares;DEP;N;False;D;VS6943;6943;D6;D;143576113284271043;True;KL1045;VS;VIR;181;PHEXM;J;2.0;;2025-11-05 12:01:11.052000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:51:27+00:00;2025-11-05 11:13:00+00:00;2025-11-05 11:23:00+00:00;2025-11-05 11:08:00+00:00;;;2025-11-05 11:38:00+00:00
787;789;ORD;codeshares;DEP;N;False;D;VS7143;7143;D53;D;143576113284350445;True;KL0611;VS;VIR;181;PHBHC;J;2.0;;2025-11-05 11:59:05.349000+00:00;;2025-11-05 11:35:00+00:00;2025-11-05 11:47:10+00:00;2025-11-05 10:50:00+00:00;2025-11-05 11:20:00+00:00;2025-11-05 10:05:00+00:00;;;
737;73H;ASR;;ARR,EXP;N;False;A;XQ1322;1322;G2;G;143576113553627118;True;XQ1322;XQ;SXS;197;TCSPF;C;3.0;2025-11-05 11:14:29+00:00;2025-11-05 13:21:45.148000+00:00;2025-11-05 11:14:06+00:00;2025-11-05 11:35:00+00:00;;;;;2025-11-05 12:32:03.901000+00:00;;
74F;74N;MIA;;LND,EXP;N;False;A;5Y5561;5561;;;143576114693528000;True;5Y5561;5Y;GTI;19;N863GT;F;;2025-11-05 10:44:36+00:00;2025-11-05 11:02:02.186000+00:00;2025-11-05 10:44:01+00:00;2025-11-05 11:40:00+00:00;;;;;;;
EMJ;E90;CWL;codeshares;ARR,EXP;N;False;A;6E3314;3314;A8;A;143576114757041022;True;KL1088;6E;IGO;5300;PHEZG;J;2.0;2025-11-05 11:28:45+00:00;2025-11-05 14:08:45.161000+00:00;2025-11-05 11:28:35+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:13:45.705000+00:00;;
220;223;CDG;codeshares;DEP;S;False;D;AF1501;1501;C5;C;143576110322578881;True;AF1501;AF;AFR;80;FHPNC;J;1.0;;2025-11-05 11:51:15.286000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 11:39:17+00:00;;;;;;
787;781;YYC;codeshares;DEP;N;False;D;AF3162;3162;F9;F;143576110322770987;True;KL0677;AF;AFR;80;PHBKA;J;2.0;;2025-11-05 12:36:15.340000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:23:15+00:00;2025-11-05 10:55:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:10:00+00:00;;;
737;73W;BLL;codeshares;DEP;S;False;D;AF8313;8313;D84;D;143576110323282625;True;KL1295;AF;AFR;80;PHBGM;J;1.0;;2025-11-05 12:14:10.719000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:01:35+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
EMJ;E90;CWL;codeshares;ARR,EXP;N;False;A;AF8342;8342;A8;A;143576110323282844;True;KL1088;AF;AFR;80;PHEZG;J;2.0;2025-11-05 11:28:45+00:00;2025-11-05 14:08:45.161000+00:00;2025-11-05 11:28:35+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:13:45.705000+00:00;;
220;223;CDG;codeshares;DEP;S;False;D;AM6180;6180;C5;C;143576110349313303;True;AF1501;AM;AMX;794;FHPNC;J;1.0;;2025-11-05 11:51:15.286000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 11:39:17+00:00;;;;;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;AM6261;6261;C14;C;143576110349315894;True;KL1602;AM;AMX;794;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
220;223;CDG;codeshares;DEP;S;False;D;DL8512;8512;C5;C;143576110761841773;True;AF1501;DL;DAL;58;FHPNC;J;1.0;;2025-11-05 11:51:15.286000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 11:39:17+00:00;;;;;;
737;73W;BLL;codeshares;DEP;S;False;D;DL9213;9213;D84;D;143576110761934867;True;KL1295;DL;DAL;58;PHBGM;J;1.0;;2025-11-05 12:14:10.719000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:01:35+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
787;781;YYC;codeshares;DEP;N;False;D;DL9397;9397;F9;F;143576110761938205;True;KL0677;DL;DAL;58;PHBKA;J;2.0;;2025-11-05 12:36:15.340000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:23:15+00:00;2025-11-05 10:55:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:10:00+00:00;;;
EMJ;E90;CWL;codeshares;ARR,EXP;N;False;A;DL9488;9488;A8;A;143576110761940870;True;KL1088;DL;DAL;58;PHEZG;J;2.0;2025-11-05 11:28:45+00:00;2025-11-05 14:08:45.161000+00:00;2025-11-05 11:28:35+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:13:45.705000+00:00;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;DL9508;9508;C14;C;143576110761943016;True;KL1602;DL;DAL;58;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
737;73J;AGP;codeshares;DEP;S;False;D;DL9638;9638;C10;C;143576110761945977;True;KL1545;DL;DAL;58;PHBXO;J;1.0;;2025-11-05 12:44:55.202000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:30:58+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
32S;320;DUB;;ARR,EXP;E;False;A;EI604;604;D22;D;143576110178220574;True;EI604;EI;EIN;108;EIFNJ;J;1.0;2025-11-05 11:22:12+00:00;2025-11-05 13:07:02.131000+00:00;2025-11-05 11:22:08+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 11:58:25+00:00;;
220;223;CDG;codeshares;DEP;S;False;D;GA9554;9554;C5;C;143576111136775579;True;AF1501;GA;GIA;85;FHPNC;J;1.0;;2025-11-05 11:51:15.286000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 11:39:17+00:00;;;;;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;GF5206;5206;C14;C;143576111155103384;True;KL1602;GF;GFA;528;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
32S;320;BCN;codeshares;ARR,EXP;S;False;A;IB5223;5223;B15;B;143576111417486066;True;VY8309;IB;IBE;92;ECMKO;J;1.0;2025-11-05 11:05:32+00:00;2025-11-05 12:47:23.150000+00:00;2025-11-05 11:05:18+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 11:37:45+00:00;;
787;781;YYC;codeshares;DEP;N;False;D;KL0677;677;F9;F;143576111731849915;True;KL0677;KL;KLM;100;PHBKA;J;2.0;;2025-11-05 12:36:15.340000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:23:15+00:00;2025-11-05 10:55:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:10:00+00:00;;;
EMJ;E90;CWL;codeshares;ARR,EXP;N;False;A;KL1088;1088;A8;A;143576111731934868;True;KL1088;KL;KLM;100;PHEZG;J;2.0;2025-11-05 11:28:45+00:00;2025-11-05 14:08:45.161000+00:00;2025-11-05 11:28:35+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:13:45.705000+00:00;;
737;73W;BLL;codeshares;DEP;S;False;D;KL1295;1295;D84;D;143576111731940413;True;KL1295;KL;KLM;100;PHBGM;J;1.0;;2025-11-05 12:14:10.719000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:01:35+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
737;73J;AGP;codeshares;DEP;S;False;D;KL1545;1545;C10;C;143576111731948257;True;KL1545;KL;KLM;100;PHBXO;J;1.0;;2025-11-05 12:44:55.202000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:30:58+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;KL1602;1602;C14;C;143576111731950692;True;KL1602;KL;KLM;100;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
220;223;CDG;codeshares;DEP;S;False;D;KL3578;3578;C5;C;143576111732151097;True;AF1501;KL;KLM;100;FHPNC;J;1.0;;2025-11-05 11:51:15.286000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 11:39:17+00:00;;;;;;
737;73J;AGP;codeshares;DEP;S;False;D;KQ1039;1039;C10;C;143576111750676111;True;KL1545;KQ;KQA;208;PHBXO;J;1.0;;2025-11-05 12:44:55.202000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:30:58+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
EMJ;E90;CWL;codeshares;ARR,EXP;N;False;A;KQ1066;1066;A8;A;143576111750676326;True;KL1088;KQ;KQA;208;PHEZG;J;2.0;2025-11-05 11:28:45+00:00;2025-11-05 14:08:45.161000+00:00;2025-11-05 11:28:35+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:13:45.705000+00:00;;
737;73W;BLL;codeshares;DEP;S;False;D;KQ1345;1345;D84;D;143576111750684391;True;KL1295;KQ;KQA;208;PHBGM;J;1.0;;2025-11-05 12:14:10.719000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:01:35+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;KQ1598;1598;C14;C;143576111750690242;True;KL1602;KQ;KQA;208;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
220;223;CDG;codeshares;DEP;S;False;D;KQ3073;3073;C5;C;143576111750879007;True;AF1501;KQ;KQA;208;FHPNC;J;1.0;;2025-11-05 11:51:15.286000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 11:39:17+00:00;;;;;;
32S;320;BCN;codeshares;ARR,EXP;S;False;A;LA5752;5752;B15;B;143576111829815396;True;VY8309;LA;LAN;2697;ECMKO;J;1.0;2025-11-05 11:05:32+00:00;2025-11-05 12:47:23.150000+00:00;2025-11-05 11:05:18+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 11:37:45+00:00;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;MF9396;9396;C14;C;143576111987639496;True;KL1602;MF;CXA;1551;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;MH5654;5654;C14;C;143576111994738830;True;KL1602;MH;MAS;5065;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
220;223;CDG;codeshares;DEP;S;False;D;MK9509;9509;C5;C;143576112006385923;True;AF1501;MK;MAU;2867;FHPNC;J;1.0;;2025-11-05 11:51:15.286000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 11:39:17+00:00;;;;;;
737;73H;FCO;codeshares;ARR,EXP;S;False;A;MU1810;1810;C14;C;143576112043066964;True;KL1602;MU;CES;1294;PHHSD;J;2.0;2025-11-05 11:18:34+00:00;2025-11-05 13:11:50.144000+00:00;2025-11-05 11:17:55+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:39:31.946000+00:00;;
32S;320;BCN;codeshares;ARR,EXP;S;False;A;QR4694;4694;B15;B;143576112586872696;True;VY8309;QR;QTR;356;ECMKO;J;1.0;2025-11-05 11:05:32+00:00;2025-11-05 12:47:23.150000+00:00;2025-11-05 11:05:18+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 11:37:45+00:00;;
737;73W;BLL;codeshares;DEP;S;False;D;SK6619;6619;D84;D;143576112838212301;True;KL1295;SK;SAS;150;PHBGM;J;1.0;;2025-11-05 12:14:10.719000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:01:35+00:00;2025-11-05 11:10:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:40:00+00:00;;;
EMJ;E90;CWL;codeshares;ARR,EXP;N;False;A;VS6959;6959;A8;A;143576113284271128;True;KL1088;VS;VIR;181;PHEZG;J;2.0;2025-11-05 11:28:45+00:00;2025-11-05 14:08:45.161000+00:00;2025-11-05 11:28:35+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 12:13:45.705000+00:00;;
787;781;YYC;codeshares;DEP;N;False;D;VS7161;7161;F9;F;143576113284350589;True;KL0677;VS;VIR;181;PHBKA;J;2.0;;2025-11-05 12:36:15.340000+00:00;;2025-11-05 11:40:00+00:00;2025-11-05 12:23:15+00:00;2025-11-05 10:55:00+00:00;2025-11-05 11:25:00+00:00;2025-11-05 10:10:00+00:00;;;
32S;320;BCN;codeshares;ARR,EXP;S;False;A;VY8309;8309;B15;B;143576113306946874;True;VY8309;VY;VLG;263;ECMKO;J;1.0;2025-11-05 11:05:32+00:00;2025-11-05 12:47:23.150000+00:00;2025-11-05 11:05:18+00:00;2025-11-05 11:40:00+00:00;;;;;2025-11-05 11:37:45+00:00;;
EMJ;E90;BSL;codeshares;ARR;S;False;A;AF3186;3186;B28;B;143576110322771142;True;KL1944;AF;AFR;80;PHEZH;J;2.0;2025-11-05 11:39:26+00:00;2025-11-05 14:20:41.225000+00:00;2025-11-05 11:39:53+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:21:41.763000+00:00;;
330;333;MCO;codeshares;DEP;N;False;D;AF3559;3559;D2;D;143576110322781879;True;DL0091;AF;AFR;80;N824NW;J;2.0;;2025-11-05 11:55:44.087000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:45:08+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 10:15:00+00:00;;;
330;333;MCO;codeshares;DEP;N;False;D;DL0091;91;D2;D;143576110761018225;True;DL0091;DL;DAL;58;N824NW;J;2.0;;2025-11-05 11:55:44.087000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:45:08+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 10:15:00+00:00;;;
EMJ;E90;ZAG;codeshares;DEP;S;False;D;DL9177;9177;B26;B;143576110761932581;True;KL1967;DL;DAL;58;PHEZX;J;1.0;;2025-11-05 11:56:21.308000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:46:18+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:30:00+00:00;2025-11-05 11:15:00+00:00;;;
EMJ;E90;BSL;codeshares;ARR;S;False;A;DL9470;9470;B28;B;143576110761940780;True;KL1944;DL;DAL;58;PHEZH;J;2.0;2025-11-05 11:39:26+00:00;2025-11-05 14:20:41.225000+00:00;2025-11-05 11:39:53+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:21:41.763000+00:00;;
737;73H;LIN;codeshares;ARR;S;False;A;DL9591;9591;C15;C;143576110761943668;True;KL1614;DL;DAL;58;PHBGB;J;2.0;2025-11-05 11:37:47+00:00;2025-11-05 13:21:37.129000+00:00;2025-11-05 11:38:05+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:45:50.569000+00:00;;
380;388;DXB;;ARR;N;False;A;EK147;147;G9;G;143576110178409798;True;EK147;EK;UAE;4913;A6EDV;J;4.0;2025-11-05 11:45:42+00:00;2025-11-05 14:06:12.136000+00:00;2025-11-05 11:45:37+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:41:27.990000+00:00;;
737;73H;LIN;codeshares;ARR;S;False;A;KL1614;1614;C15;C;143576111731950770;True;KL1614;KL;KLM;100;PHBGB;J;2.0;2025-11-05 11:37:47+00:00;2025-11-05 13:21:37.129000+00:00;2025-11-05 11:38:05+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:45:50.569000+00:00;;
EMJ;E90;BSL;codeshares;ARR;S;False;A;KL1944;1944;B28;B;143576111731959206;True;KL1944;KL;KLM;100;PHEZH;J;2.0;2025-11-05 11:39:26+00:00;2025-11-05 14:20:41.225000+00:00;2025-11-05 11:39:53+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:21:41.763000+00:00;;
EMJ;E90;ZAG;codeshares;DEP;S;False;D;KL1967;1967;B26;B;143576111731959361;True;KL1967;KL;KLM;100;PHEZX;J;1.0;;2025-11-05 11:56:21.308000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:46:18+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:30:00+00:00;2025-11-05 11:15:00+00:00;;;
330;333;MCO;codeshares;DEP;N;False;D;KL6132;6132;D2;D;143576111732443755;True;DL0091;KL;KLM;100;N824NW;J;2.0;;2025-11-05 11:55:44.087000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:45:08+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 10:15:00+00:00;;;
737;73H;LIN;codeshares;ARR;S;False;A;KQ1620;1620;C15;C;143576111750692446;True;KL1614;KQ;KQA;208;PHBGB;J;2.0;2025-11-05 11:37:47+00:00;2025-11-05 13:21:37.129000+00:00;2025-11-05 11:38:05+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:45:50.569000+00:00;;
EMJ;E90;BSL;codeshares;ARR;S;False;A;KQ1988;1988;B28;B;143576111750701120;True;KL1944;KQ;KQA;208;PHEZH;J;2.0;2025-11-05 11:39:26+00:00;2025-11-05 14:20:41.225000+00:00;2025-11-05 11:39:53+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:21:41.763000+00:00;;
EMJ;E95;WAW;;ARR,EXP;S;False;A;LO263;263;B31;B;143576110205056154;True;LO263;LO;LOT;111;SPLNL;J;1.0;2025-11-05 11:29:58+00:00;2025-11-05 14:13:33.145000+00:00;2025-11-05 11:29:53+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:11:33.774000+00:00;;
737;73H;LIN;codeshares;ARR;S;False;A;MF9675;9675;C15;C;143576111987647560;True;KL1614;MF;CXA;1551;PHBGB;J;2.0;2025-11-05 11:37:47+00:00;2025-11-05 13:21:37.129000+00:00;2025-11-05 11:38:05+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:45:50.569000+00:00;;
EMJ;E90;BSL;codeshares;ARR;S;False;A;MU1904;1904;B28;B;143576112043069636;True;KL1944;MU;CES;1294;PHEZH;J;2.0;2025-11-05 11:39:26+00:00;2025-11-05 14:20:41.225000+00:00;2025-11-05 11:39:53+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:21:41.763000+00:00;;
EMJ;E90;ZAG;codeshares;DEP;S;False;D;OU5901;5901;B26;B;143576112320850683;True;KL1967;OU;CTN;51;PHEZX;J;1.0;;2025-11-05 11:56:21.308000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:46:18+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:30:00+00:00;2025-11-05 11:15:00+00:00;;;
EMJ;E90;BSL;codeshares;ARR;S;False;A;SK6791;6791;B28;B;143576112838215614;True;KL1944;SK;SAS;150;PHEZH;J;2.0;2025-11-05 11:39:26+00:00;2025-11-05 14:20:41.225000+00:00;2025-11-05 11:39:53+00:00;2025-11-05 11:45:00+00:00;;;;;2025-11-05 12:21:41.763000+00:00;;
EMJ;E90;ZAG;codeshares;DEP;S;False;D;SK6808;6808;B26;B;143576112838217701;True;KL1967;SK;SAS;150;PHEZX;J;1.0;;2025-11-05 11:56:21.308000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:46:18+00:00;2025-11-05 11:20:00+00:00;2025-11-05 11:30:00+00:00;2025-11-05 11:15:00+00:00;;;
330;333;MCO;codeshares;DEP;N;False;D;VS4098;4098;D2;D;143576113284044169;True;DL0091;VS;VIR;181;N824NW;J;2.0;;2025-11-05 11:55:44.087000+00:00;;2025-11-05 11:45:00+00:00;2025-11-05 11:45:08+00:00;;2025-11-05 11:25:00+00:00;2025-11-05 10:15:00+00:00;;;
EMJ;E90;NCL;codeshares;DEP;N;False;D;6E3276;3276;D6;D;143576114757038733;True;KL0957;6E;IGO;5300;PHEZC;J;2.0;;2025-11-05 12:06:33.795000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:53:03+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
EMJ;E90;STR;codeshares;DEP;S;False;D;6E3288;3288;B6;B;143576114757038811;True;KL1831;6E;IGO;5300;DAKJC;J;1.0;;2025-11-05 12:07:53.463000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:54:19+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
330;332;AUA,BON;codeshares;DEP;N;False;D;AF8231;8231;D57;D;143576110323280031;True;KL0767;AF;AFR;80;PHAOD;J;2.0;;2025-11-05 12:09:13.132000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:56:56+00:00;2025-11-05 11:05:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 10:20:00+00:00;;;
EMJ;E90;STR;codeshares;DEP;S;False;D;AM6342;6342;B6;B;143576110349318487;True;KL1831;AM;AMX;794;DAKJC;J;1.0;;2025-11-05 12:07:53.463000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:54:19+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
EMJ;E90;NCL;codeshares;DEP;N;False;D;DL9254;9254;D6;D;143576110761935165;True;KL0957;DL;DAL;58;PHEZC;J;2.0;;2025-11-05 12:06:33.795000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:53:03+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
EMJ;E90;STR;codeshares;DEP;S;False;D;DL9408;9408;B6;B;143576110761940279;True;KL1831;DL;DAL;58;DAKJC;J;1.0;;2025-11-05 12:07:53.463000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:54:19+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
32S;32Q;RAK;codeshares;ARR,EXP;N;False;A;HV5754;5754;E4;E;143576111353778506;True;HV5754;HV;TRA;164;PHYHE;J;3.0;2025-11-05 11:20:22+00:00;2025-11-05 13:03:53.079000+00:00;2025-11-05 11:20:21+00:00;2025-11-05 11:50:00+00:00;;;;;2025-11-05 12:28:23.876000+00:00;;
330;332;AUA,BON;codeshares;DEP;N;False;D;KL0767;767;D57;D;143576111731852579;True;KL0767;KL;KLM;100;PHAOD;J;2.0;;2025-11-05 12:09:13.132000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:56:56+00:00;2025-11-05 11:05:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 10:20:00+00:00;;;
EMJ;E90;NCL;codeshares;DEP;N;False;D;KL0957;957;D6;D;143576111731857981;True;KL0957;KL;KLM;100;PHEZC;J;2.0;;2025-11-05 12:06:33.795000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:53:03+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
EMJ;E90;STR;codeshares;DEP;S;False;D;KL1831;1831;B6;B;143576111731956389;True;KL1831;KL;KLM;100;DAKJC;J;1.0;;2025-11-05 12:07:53.463000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:54:19+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
32S;32Q;RAK;codeshares;ARR,EXP;N;False;A;KL2626;2626;E4;E;143576111732052154;True;HV5754;KL;KLM;100;PHYHE;J;3.0;2025-11-05 11:20:22+00:00;2025-11-05 13:03:53.079000+00:00;2025-11-05 11:20:21+00:00;2025-11-05 11:50:00+00:00;;;;;2025-11-05 12:28:23.876000+00:00;;
EMJ;E90;NCL;codeshares;DEP;N;False;D;KQ0959;959;D6;D;143576111750599595;True;KL0957;KQ;KQA;208;PHEZC;J;2.0;;2025-11-05 12:06:33.795000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:53:03+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
EMJ;E90;STR;codeshares;DEP;S;False;D;KQ1873;1873;B6;B;143576111750698299;True;KL1831;KQ;KQA;208;DAKJC;J;1.0;;2025-11-05 12:07:53.463000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:54:19+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
EMJ;E90;STR;codeshares;DEP;S;False;D;SK6694;6694;B6;B;143576112838212883;True;KL1831;SK;SAS;150;DAKJC;J;1.0;;2025-11-05 12:07:53.463000+00:00;;2025-11-05 11:50:00+00:00;2025-11-05 11:54:19+00:00;2025-11-05 11:25:00+00:00;2025-11-05 11:35:00+00:00;2025-11-05 11:20:00+00:00;;;
